Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
775237	QS4cvQ8w0o	Unit CTA1_02, Section CTA1_02-4	REAL19A	1	R6C1								0.896172160856166				Entering a given	104
775437	QS4cvQ8w0o	Unit ES_01, Section ES_01-6	EG21	5	5 = 7+x								0.8590216798977666				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]	8~~5
775718	QS4cvQ8w0o	Unit CTA1_04, Section CTA1_04-4	L5FB04A	2	-33-1.5L = 0								0.7608217448219724				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	34~~3
775884	QS4cvQ8w0o	Unit ES_02, Section ES_02-6	EG40	3	7x = 4								0.8207917633931376				[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	30~~58
776158	QS4cvQ8w0o	Unit CTA1_13, Section CTA1_13-1	PROP13	1	R3C1								0.9155451644420252				Define Variable	59
776677	QS4cvQ8w0o	Unit CTA1_06, Section CTA1_06-4	BH1T48	1	YUnit								0.9541390214506471					
777217	QS4cvQ8w0o	Unit ES_03, Section ES_03-5	EG51	4	7.4 = -4.9x+7.9x+8.6								0.8156582233453398				[SkillRule: Consolidate vars with coeff; CLT]	101
777692	QS4cvQ8w0o	Unit CTA1_08, Section CTA1_08-3	REAL37	1	YUnit								0.9751923840756493					
778256	QS4cvQ8w0o	Unit ES_04, Section ES_04-16	LIT60A	2	v+r-v = d*x/(q*c)-v								0.9958072885811733				[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	89
778617	QS4cvQ8w0o	Unit CTA1_10, Section CTA1_10-6	DISTFB13_SP	1	R1C1								0.8833574422575774					
778830	QS4cvQ8w0o	Unit ES_07, Section ES_07-4	LIT64A	2	y*j-j*c = g*x-z*u								0.9321896253599533				[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}]	31
779331	QS4cvQ8w0o	Unit CTA1_12, Section CTA1_12-5	SYSFB24	1	R1C3								0.9183611830093467					
779900	QS4cvQ8w0o	Unit ES_05, Section ES_05-12	LIT39	1	y-b = m*x								0.6320063382202162				[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	505
780241	QS4cvQ8w0o	Unit CTA1_14, Section CTA1_14-4	2PTFB10	3	7R = 21								0.9907610615330489				[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	204~~542
780678	QS4cvQ8w0o	Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2	P-2X-2YGE9	2	ValidEquations								0.946322902334852					
780835	QS4cvQ8w0o	Unit CTA1_15, Section CTA1_15-1	LDEMO_MSYS	2	R5C1								0.4922772381773365				Using simple numbers~~Using large numbers~~Find X, positive slope	388~~209~~127
797616	276487SwvF	Unit CTA1_01, Section CTA1_01-3	BH1T19C	1	R1C1								0.7920036649569854					
797848	276487SwvF	Unit CTA1_02, Section CTA1_02-4	BH1T29	1	R1C1								0.9296774522648917					
798095	276487SwvF	Unit ES_01, Section ES_01-9	EG25	1	FinalAnswer								0.7148726972793868				perform-mult-sp	10
798250	276487SwvF	Unit CTA1_04, Section CTA1_04-3	BH1T41C	1	R4C2								0.3657781591200201				Using small numbers~~Find Y, positive slope~~Using difficult numbers	80~~43~~17
798591	276487SwvF	Unit ES_02, Section ES_02-7	EG41	5	x/3+7-7 = 9-7								0.7833861642279653				[SkillRule: Consolidate vars with coeff; CLT]	58
798796	276487SwvF	Unit CTA1_13, Section CTA1_13-1	PROP01	1	R4C1								0.9178617955758736				Entering a given	178
798941	276487SwvF	Unit CTA1_06, Section CTA1_06-2	L6FB06	1	R3C2								0.3330428483136626				Using small numbers~~Write expression, positive slope~~Using difficult numbers	142~~51~~73
799198	4ajdr1a4Kc	Unit CTA1_01, Section CTA1_01-3	L3NOV07A	2	R4C2								0.0				Using simple numbers~~Using large numbers~~Find Y, negative slope	65~~40~~10
799415	4ajdr1a4Kc	Unit CTA1_02, Section CTA1_02-3	L3NOV10B	2	R3C2								0.0				Using simple numbers~~Write expression, positive slope~~Using large numbers	122~~27~~63
799821	4ajdr1a4Kc	Unit ES_01, Section ES_01-11	EG27	5	-4*-1 = -y*-1								1.0				[SkillRule: Calculate negative coefficient; [Typein Skill: Make variable positive]]	9
799879	4ajdr1a4Kc	Unit CTA1_04, Section CTA1_04-2	BH1T10A	1	R3C1								0.0				Define Variable	40
801830	443ptPwtPd	Unit ES_05, Section ES_05-11	LIT43	1	a*x+b*y = c								0.8897912371716172				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	58
802312	5g8708DBB0	Unit ES_05, Section ES_05-5	EG60	6	-5x-6 = 4								1.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	23~~13
803215	8MG4r9aMdu	Unit ES_05, Section ES_05-11	LIT84	1	2x+7y = 5								0.07589794011366906				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	39
804720	S2KFxgwMsH	Unit ES_05, Section ES_05-8	EG61	7	-12.23y/-12.23 = (-8.7+2.26)/-12.23								0.8760826839499858				[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	36
805696	u004wY493z	Unit ES_05, Section ES_05-8	EG61	8	-1.77y+7.34y = -12.99-7.34y+7.34y								0.8660129113924488				[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	17
805799	u004wY493z	Unit CTA1_14, Section CTA1_14-1	LDEMO_PTY	2	-16 = -6x								0.9942063745721015				[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	70~~40
805934	w33QZ9Q64W	Unit ES_05, Section ES_05-10	EG62	1	27.24x = -87.96								1.0				[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	12~~32
806439	x64anap2Kz	Unit ES_05, Section ES_05-10	EG62	6	-122.66y = 33.58								1.0				[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	58~~21
806574	x64anap2Kz	Unit CTA1_14, Section CTA1_14-1	LDEMO_PTY	2	R7C1								1.0				Using simple numbers~~Using large numbers~~Find X, negative slope	2~~2~~1
811227	VHCF3iE0a4	Unit CTA1_02, Section CTA1_02-4	L2FB14B	1	R4C1								1.0				Entering a given	10
811327	VHCF3iE0a4	Unit ES_01, Section ES_01-5	EG13	1	y = -9.1*3+8								1.0				[SkillRule: Select Multiply/Divide, nested; {MT; MT no fraction coeff}]	16
811551	VHCF3iE0a4	Unit CTA1_04, Section CTA1_04-3	L2FB15	1	32.87 = 0.23T								1.0				[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	24~~35
811686	VHCF3iE0a4	Unit ES_02, Section ES_02-7	EG41	1	x/-10+4 = 6								1.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	35
812057	VHCF3iE0a4	Unit CTA1_14, Section CTA1_14-4	1PTFB12	1	-250 = -25D								1.0				[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	90~~43
812324	VHCF3iE0a4	Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2	YLT250	1	xMax								1.0					
812661	VHCF3iE0a4	Unit CTA1_15, Section CTA1_15-3	SYS09	1	R4C2								0.0				Using simple numbers~~Using large numbers~~Find Y, negative slope	112~~77~~12
812782	VHCF3iE0a4	Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1	NEWSQUARE4TRE	1	R6C3								0.0					
812817	zfYl0YECr0	Unit CTA1_02, Section CTA1_02-4	REAL28	1	R3C2								0.4545309463824908				Using simple numbers~~Using small numbers~~Write expression, negative slope	10~~5~~2
812939	zfYl0YECr0	Unit ES_01, Section ES_01-8	EG26	1	1 = x/-3								0.5961186086146242					
813109	zfYl0YECr0	Unit CTA1_04, Section CTA1_04-3	BH1T41A	1	R6C1								0.7225982782003049				Using small numbers~~Find X, positive slope~~Using difficult numbers	22~~6~~17
813342	zfYl0YECr0	Unit ES_02, Section ES_02-8	EG41	2	(y/9)/(1/9) = 1/(1/9)								0.9063886026358894				[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	10
813443	zfYl0YECr0	Unit CTA1_13, Section CTA1_13-1	PROP12	1	R4C1								0.4818981355818305				Using small numbers~~Find X, Simple~~Using difficult numbers	55~~14~~47
813694	zfYl0YECr0	Unit CTA1_06, Section CTA1_06-2	L6FB06	1	R2C1								0.7449686088014286				Identifying units	44
820819	jXc985G8qy	Unit ES_04, Section ES_04-12	EG58A	6	constant termsR2								1.0					
821484	jXc985G8qy	Unit ES_07, Section ES_07-4	LIT64A	1	y*j+z*u-j*c = j*c+g*x-j*c								1.0				[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]~~[SkillRule: Consolidate vars with coeff; CLT]	44~~79
823236	rnOGP59582	Unit ES_07, Section ES_07-6	LIT72A	1	n+q-q = c*s-q								1.0				[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]~~[SkillRule: Consolidate vars, no coeff; CLT]	1~~1
823491	rnOGP59582	Unit ES_05, Section ES_05-10	EG62A	1	65.71y = -919.19-3253.49								1.0				[SkillRule: Consolidate vars with coeff; CLT]	55
823776	rnOGP59582	Unit CTA1_01, Section CTA1_01-4	JAN13B	1	R1C1								1.0					
823932	rnOGP59582	Unit CTA1_02, Section CTA1_02-3	L3NOV12C	1	YLabel								1.0				Labelling the axes	14
824165	rnOGP59582	Unit CTA1_04, Section CTA1_04-4	BH1T47A	1	R3C1								1.0				Define Variable	39
827553	6EjPt2xgrB	Unit CTA1_06, Section CTA1_06-5	FBSMR1	1	yMax								0.8457787258204142				Changing axis bounds	15
827831	6EjPt2xgrB	Unit ES_03, Section ES_03-7	LIT18	1	v = 6/(-t)								0.9740332273327977					
827976	6EjPt2xgrB	Unit CTA1_08, Section CTA1_08-2	FEB09	1	R3C2								0.303165640722782				Using simple numbers~~Using small numbers~~Write expression, negative slope	14~~20~~4
833277	pgHmAyjLe1	Unit CTA1_04, Section CTA1_04-3	L2FB15	1	R7C1								0.7508030956619892				Using small numbers~~Find X, positive slope~~Using difficult numbers	37~~14~~40
833593	pgHmAyjLe1	Unit ES_02, Section ES_02-10	EG44	1	-8x/-8 = -4/-8								0.984129614259464				[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	11
833684	pgHmAyjLe1	Unit CTA1_13, Section CTA1_13-1	PROP09	1	R7C1								0.40549270276777716				Using small numbers~~Find X, Simple~~Using difficult numbers	64~~24~~64
837199	qkmLNnC7YU	Unit ES_02, Section ES_02-10	EG44	2	10/y = -6								0.6976240617833354				[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]	10
837218	qkmLNnC7YU	Unit CTA1_13, Section CTA1_13-1	PROP04	1	R7C1								0.5016417036207347				Using small numbers~~Find X, Simple~~Using difficult numbers	3~~1~~3
837297	R440Y09vu3	Unit CTA1_08, Section CTA1_08-3	BH1T07	1	Formula 1 Coeff 0								1.0				Setting the y-intercept	5
837733	R440Y09vu3	Unit ES_04, Section ES_04-15	LIT59	1	x+y = (v-s-b)/r								1.0				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	68
838035	R440Y09vu3	Unit CTA1_10, Section CTA1_10-5	DIST04_SP	1	0.25(D+56) = 64								1.0				[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	78
838425	R440Y09vu3	Unit ES_07, Section ES_07-6	LIT72A	1	n+q-q = c*s-q								1.0				[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	71
838505	R440Y09vu3	Unit CTA1_12, Section CTA1_12-2	SYS03	1	XLabel								0.0				Labelling the axes	18
846439	D431zXkvuC	Unit CTA1_08, Section CTA1_08-3	DEC04	1	yMin								0.8234470572903627				Changing axis bounds	13
846576	D431zXkvuC	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS02	1	y1R1								0.9601343182048613					
846932	D431zXkvuC	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS01	2	row1-N-constant factors								0.9236347023447704					
847052	D431zXkvuC	Unit CTA1_24, Section CTA1_24-1	PERCENT07	1	R6C2								0.9212720345558078				Entering a given	25
847188	D431zXkvuC	Unit CTA1_25, Section CTA1_25-1	PERCENT09	1	R5C1								0.655705032810789				Entering a given~~Convert unit, mixed	52~~2
849342	pg8uPBYamG	Unit CTA1_02, Section CTA1_02-3	L3NOV12	1	R2C2								0.8933048410192471				Identifying units	4
849566	pg8uPBYamG	Unit CTA1_08, Section CTA1_08-3	DEC04	1	R3C1								0.972015233393271				Define Variable	19
849708	pg8uPBYamG	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2	EG-EPS08	1	FinalAnswer								0.8982285801077886				perform-mult-sp	9
849748	pg8uPBYamG	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS02	1	row1-N-x								0.9496325433506978					
849774	pg8uPBYamG	Unit CTA1_20, Section CTA1_20-1	1PTB05	1	R3C1								0.9767782456328291				Define Variable	28
849880	pg8uPBYamG	Unit CTA1_24, Section CTA1_24-1	DEMO_5	1	R3C2								0.420025398642448				Using simple numbers~~Using small numbers~~Write expression, positive slope	52~~53~~31
850054	pg8uPBYamG	Unit CTA1_25, Section CTA1_25-1	REAL35	1	R1C2								0.8903610289772171					
852437	yG447121nm	Unit CTA1_01, Section CTA1_01-4	REAL32C	1	R3C1								0.9388105654460865				Define Variable	4
852620	yG447121nm	Unit CTA1_02, Section CTA1_02-3	L3NOV12A	1	R1C1								0.8584535099226732					
852824	yG447121nm	Unit CTA1_08, Section CTA1_08-3	REAL10	1	XLabel								0.8703530565038877				Labelling the axes	43
852890	yG447121nm	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-1	EG-EPS04-FIXED	1	(x^2)(x^5)								0.5433407148488154					
852957	2x0Z9q6jD0	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2	EG-EPS07	5	(5y^5)(y^2)								0.9298245001599786					
853315	2x0Z9q6jD0	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS02	2	row3-D-y								0.5875194160185699					
853452	45oTz6NVkr	Unit CTA1_13, Section CTA1_13-1	PROP13	2	2X = 630								1.0				[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	8~~9
853619	45oTz6NVkr	Unit CTA1_01, Section CTA1_01-3	BH1T34A	1	R1C1								0.0					
853781	45oTz6NVkr	Unit CTA1_02, Section CTA1_02-2	BH1T35A	1	R8C1								1.0				Entering a given	95
853934	7gJUbn9s1V	Unit CTA1_02, Section CTA1_02-4	REAL28	1	R2C2								0.9088818533066402				Identifying units	10
854064	7gJUbn9s1V	Unit CTA1_08, Section CTA1_08-2	FEB02	1	XUnit								0.9593237404844434					
855177	cbgx682J78	Unit CTA1_08, Section CTA1_08-3	L5FB02	1	yMin								1.0				Changing axis bounds	3
855238	cbgx682J78	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS03	1	(4(x^5)(y^6))(y^6)								1.0					
855281	cbgx682J78	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS03	2	(2(x^4)(y^6))/((x^4)(y^3))								1.0					
855305	cbgx682J78	Unit CTA1_20, Section CTA1_20-1	IPCSWIMMING	1	R1C2								0.0					
855349	cua2tdf6zb	Unit CTA1_24, Section CTA1_24-1	PERCENT07	1	R2C2								1.0				Identifying units	7
855440	dD0vTK3gXD	Unit CTA1_02, Section CTA1_02-4	REAL19A	1	R3C2								0.560221517227658				Using simple numbers~~Using large numbers~~Write expression, negative slope	17~~12~~3
855519	dD0vTK3gXD	Unit ES_01, Section ES_01-3	EG7B	1	x = 34*43								0.8424893009718767				[SkillRule: Select Multiply; {MT; MT no fraction coeff}]	3
855650	dD0vTK3gXD	Unit CTA1_08, Section CTA1_08-2	BH1T04	1	R3C1								0.979078257600043				Define Variable	14
855731	dD0vTK3gXD	Unit ES_04, Section ES_04-1	EG40	4	8 = -5y+1								0.843625971262705				[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	5
